PIXid
Phototubes (PMPIX). For each we have 
   -the telescope identification number
   -the pixel identification number 
   -the pixel shape (1=circular, 2=hexagonal, 3=square)
   -orientation angle(degrees). If 0.0, polygon side perpendicular
    to the y-axis
   -the X position coordinate in the focal plane in mm
   -the Y position coordinate in the focal plane in mm
	Camera coordinates are such that increasing X corresponds to 
	going WEST when telescope is pointing SOUTH. Increasing Y 
	corresponds to increasing elevation.
   -the PMT Radius in mm
	The PMT radius really is the radius of the sensitive area (Radius of 
	the light cone input for example).
   -the geometrical efficiency which may be used to include the effects 
	of light cone loss. 
   -the quantum efficiency identification number to be used for that tube. 
   -the single photoelectron signal relative amplitude fluctuation. 
   -the signal rize time in nanosecondes
   -the signal fall time  in nanosecondes
   -the RC coupling time constant in nanosecondes
   -the bellongin of the channel to the trigger (1 if it bellongs, 
	0 other wise)
   -a flag indicating if the pixel should be used in the analysis(1) or not(0)
   -a time offset in nanosecond. It measures how late the pulse is locate in 
       the stack for each channel. the analysis and the simulation search 
       for the smalles non negative value and subtract it from all the other 
       to apply a relative correction.
   -a relative gain factor to account for the imperfect gain flat fielding. 
    In the anlysis, each pixel value is multiplied by this number while 
    in the simulation pulse amplitudes are divided by this number.

(JH) effective tube radius of 12.3mm (mean of ~20 values) measured by Purdue
(JH) Assume 100% geometrical efficiency over this area, then 50% out to 15.5mm
(JH) gives overall efficiency of 81%. This is a guess.

(GM) single pe values (amplitude fluctuations, rise and fall times)
(GM) according to calibration note from Jamie and Gernot (ELOG 720)

* PMPIX 1 178 1 0.0	    125.60	   -217.55 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 179 1 0.0	     94.20	   -217.55 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 180 1 0.0	     62.80	   -217.55 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 181 1 0.0	     31.40	   -217.55 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 182 1 0.0	      0.00	   -217.55 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 183 1 0.0	    -31.40	   -217.55 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 184 1 0.0	    -62.80	   -217.55 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 185 1 0.0	    -94.20	   -217.55 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 186 1 0.0	   -125.60	   -217.55 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 187 1 0.0	   -141.30	   -190.35 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 188 1 0.0	   -157.00	   -163.16 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 189 1 0.0	   -172.70	   -135.97 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 190 1 0.0	   -188.40	   -108.77 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 191 1 0.0	   -204.10	    -81.58 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 192 1 0.0	   -219.80	    -54.39 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 193 1 0.0	   -235.50	    -27.19 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 194 1 0.0	   -251.20	     -0.00 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 195 1 0.0	   -235.50	     27.19 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 196 1 0.0	   -219.80	     54.39 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 197 1 0.0	   -204.10	     81.58 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 198 1 0.0	   -188.40	    108.77 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 199 1 0.0	   -172.70	    135.97 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 200 1 0.0	   -157.00	    163.16 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 201 1 0.0	   -141.30	    190.35 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 202 1 0.0	   -125.60	    217.55 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 203 1 0.0	    -94.20	    217.55 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 204 1 0.0	    -62.80	    217.55 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 205 1 0.0	    -31.40	    217.55 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 206 1 0.0	     -0.00	    217.55 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 207 1 0.0	     31.40	    217.55 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 208 1 0.0	     62.80	    217.55 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 209 1 0.0	     94.20	    217.55 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 210 1 0.0	    125.60	    217.55 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 211 1 0.0	    141.30	    190.35 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 212 1 0.0	    157.00	    163.16 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 213 1 0.0	    172.70	    135.97 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 214 1 0.0	    188.40	    108.77 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 215 1 0.0	    204.10	     81.58 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 216 1 0.0	    219.80	     54.39 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 217 1 0.0	    235.50	     27.19 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 218 1 0.0	    282.60	     -0.00 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 219 1 0.0	    266.90	    -27.19 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 220 1 0.0	    251.20	    -54.39 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 221 1 0.0	    235.50	    -81.58 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 222 1 0.0	    219.80	   -108.77 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 223 1 0.0	    204.10	   -135.97 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 224 1 0.0	    188.40	   -163.16 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 225 1 0.0	    172.70	   -190.35 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 226 1 0.0	    157.00	   -217.55 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 227 1 0.0	    141.30	   -244.74 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 228 1 0.0	    109.90	   -244.74 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 229 1 0.0	     78.50	   -244.74 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 230 1 0.0	     47.10	   -244.74 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 231 1 0.0	     15.70	   -244.74 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 232 1 0.0	    -15.70	   -244.74 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 233 1 0.0	    -47.10	   -244.74 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 234 1 0.0	    -78.50	   -244.74 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 235 1 0.0	   -109.90	   -244.74 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 236 1 0.0	   -141.30	   -244.74 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 237 1 0.0	   -157.00	   -217.55 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 238 1 0.0	   -172.70	   -190.35 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 239 1 0.0	   -188.40	   -163.16 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 240 1 0.0	   -204.10	   -135.97 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 241 1 0.0	   -219.80	   -108.77 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 242 1 0.0	   -235.50	    -81.58 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 243 1 0.0	   -251.20	    -54.39 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 244 1 0.0	   -266.90	    -27.19 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 245 1 0.0	   -282.60	     -0.00 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 246 1 0.0	   -266.90	     27.19 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 247 1 0.0	   -251.20	     54.39 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 248 1 0.0	   -235.50	     81.58 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 249 1 0.0	   -219.80	    108.77 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 250 1 0.0	   -204.10	    135.97 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 251 1 0.0	   -188.40	    163.16 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 252 1 0.0	   -172.70	    190.35 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 253 1 0.0	   -157.00	    217.55 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 254 1 0.0	   -141.30	    244.74 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 255 1 0.0	   -109.90	    244.74 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 256 1 0.0	    -78.50	    244.74 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 257 1 0.0	    -47.10	    244.74 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 258 1 0.0	    -15.70	    244.74 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 259 1 0.0	     15.70	    244.74 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 260 1 0.0	     47.10	    244.74 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 261 1 0.0	     78.50	    244.74 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 262 1 0.0	    109.90	    244.74 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 263 1 0.0	    141.30	    244.74 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 264 1 0.0	    157.00	    217.55 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 265 1 0.0	    172.70	    190.35 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 266 1 0.0	    188.40	    163.16 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 267 1 0.0	    204.10	    135.97 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 268 1 0.0	    219.80	    108.77 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 269 1 0.0	    235.50	     81.58 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 270 1 0.0	    251.20	     54.39 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 271 1 0.0	    266.90	     27.19 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 272 1 0.0	    314.00	     -0.00 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 273 1 0.0	    298.30	    -27.19 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 274 1 0.0	    282.60	    -54.39 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 275 1 0.0	    266.90	    -81.58 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 276 1 0.0	    251.20	   -108.77 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 277 1 0.0	    235.50	   -135.97 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 278 1 0.0	    219.80	   -163.16 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 279 1 0.0	    204.10	   -190.35 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 280 1 0.0	    188.40	   -217.55 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 281 1 0.0	    172.70	   -244.74 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 282 1 0.0	    157.00	   -271.93 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 283 1 0.0	    125.60	   -271.93 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 284 1 0.0	     94.20	   -271.93 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 285 1 0.0	     62.80	   -271.93 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 286 1 0.0	     31.40	   -271.93 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 287 1 0.0	      0.00	   -271.93 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 288 1 0.0	    -31.40	   -271.93 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 289 1 0.0	    -62.80	   -271.93 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 290 1 0.0	    -94.20	   -271.93 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 291 1 0.0	   -125.60	   -271.93 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 292 1 0.0	   -157.00	   -271.93 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 293 1 0.0	   -172.70	   -244.74 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 294 1 0.0	   -188.40	   -217.55 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 295 1 0.0	   -204.10	   -190.35 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 296 1 0.0	   -219.80	   -163.16 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 297 1 0.0	   -235.50	   -135.97 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 298 1 0.0	   -251.20	   -108.77 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 299 1 0.0	   -266.90	    -81.58 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 300 1 0.0	   -282.60	    -54.39 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 301 1 0.0	   -298.30	    -27.19 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 302 1 0.0	   -314.00	     -0.00 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 303 1 0.0	   -298.30	     27.19 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 304 1 0.0	   -282.60	     54.39 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 305 1 0.0	   -266.90	     81.58 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 306 1 0.0	   -251.20	    108.77 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 307 1 0.0	   -235.50	    135.97 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 308 1 0.0	   -219.80	    163.16 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 309 1 0.0	   -204.10	    190.35 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 310 1 0.0	   -188.40	    217.55 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 311 1 0.0	   -172.70	    244.74 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 312 1 0.0	   -157.00	    271.93 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 313 1 0.0	   -125.60	    271.93 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 314 1 0.0	    -94.20	    271.93 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 315 1 0.0	    -62.80	    271.93 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 316 1 0.0	    -31.40	    271.93 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 317 1 0.0	     -0.00	    271.93 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 318 1 0.0	     31.40	    271.93 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 319 1 0.0	     62.80	    271.93 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 320 1 0.0	     94.20	    271.93 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 321 1 0.0	    125.60	    271.93 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 322 1 0.0	    157.00	    271.93 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 323 1 0.0	    172.70	    244.74 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 324 1 0.0	    188.40	    217.55 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 325 1 0.0	    204.10	    190.35 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 326 1 0.0	    219.80	    163.16 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 327 1 0.0	    235.50	    135.97 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 328 1 0.0	    251.20	    108.77 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 329 1 0.0	    266.90	     81.58 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 330 1 0.0	    282.60	     54.39 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 331 1 0.0	    298.30	     27.19 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 332 1 0.0	    345.40	     -0.00 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 333 1 0.0	    329.70	    -27.19 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 334 1 0.0	    314.00	    -54.39 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 335 1 0.0	    298.30	    -81.58 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 336 1 0.0	    282.60	   -108.77 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 337 1 0.0	    266.90	   -135.97 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 338 1 0.0	    251.20	   -163.16 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 339 1 0.0	    235.50	   -190.35 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 340 1 0.0	    219.80	   -217.55 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 341 1 0.0	    204.10	   -244.74 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 342 1 0.0	    188.40	   -271.93 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 343 1 0.0	    172.70	   -299.13 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 344 1 0.0	    141.30	   -299.13 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 345 1 0.0	    109.90	   -299.13 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 346 1 0.0	     78.50	   -299.13 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 347 1 0.0	     47.10	   -299.13 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 348 1 0.0	     15.70	   -299.13 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 349 1 0.0	    -15.70	   -299.13 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 350 1 0.0	    -47.10	   -299.13 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 351 1 0.0	    -78.50	   -299.13 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 352 1 0.0	   -109.90	   -299.13 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 353 1 0.0	   -141.30	   -299.13 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 354 1 0.0	   -172.70	   -299.13 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 355 1 0.0	   -188.40	   -271.93 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 356 1 0.0	   -204.10	   -244.74 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 357 1 0.0	   -219.80	   -217.55 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 358 1 0.0	   -235.50	   -190.35 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 359 1 0.0	   -251.20	   -163.16 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 360 1 0.0	   -266.90	   -135.97 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 361 1 0.0	   -282.60	   -108.77 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 362 1 0.0	   -298.30	    -81.58 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 363 1 0.0	   -314.00	    -54.39 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 364 1 0.0	   -329.70	    -27.19 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 365 1 0.0	   -345.40	     -0.00 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 366 1 0.0	   -329.70	     27.19 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 367 1 0.0	   -314.00	     54.39 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 368 1 0.0	   -298.30	     81.58 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 369 1 0.0	   -282.60	    108.77 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 370 1 0.0	   -266.90	    135.97 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 371 1 0.0	   -251.20	    163.16 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 372 1 0.0	   -235.50	    190.35 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 373 1 0.0	   -219.80	    217.55 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 374 1 0.0	   -204.10	    244.74 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 375 1 0.0	   -188.40	    271.93 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 376 1 0.0	   -172.70	    299.13 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
* PMPIX 1 377 1 0.0	   -141.30	    299.13 14.0 1.00 1 0.44 4.0 65.0 0.000 1  1   0.0   1.0
